Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,Tipo_de_fi,Latitud,Longitud,Conducta_f,unnamed__1,unnamed__2,unnamed__3
"Au. Lugones, Leopoldo km 8.7",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.542608<br>Longitud: -58.449202<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.542608,-58.449202,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 8.7",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.542608<br>Longitud: -58.449202<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.542608,-58.449202,Exceso de velocidad,,,
"Au. Dellepiane, Luis km 1.15",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.677866<br>Longitud: -58.479048<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.677866,-58.479048,Exceso de velocidad,,,
"Calle Larralde, Crisólogo 5281",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.562812<br>Longitud: -58.495362<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.562812,-58.495362,Exceso de velocidad,,,
"Au. Frondizi, Arturo km 2.6",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.627679<br>Longitud: -58.379081<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.627679,-58.379081,Exceso de velocidad,,,
"Au. Moreno, Perito km 0.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.6349<br>Longitud: -58.527448<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.6349,-58.527448,Exceso de velocidad,,,
Av. Del Libertador 7725,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.54308<br>Longitud: -58.461405<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.54308,-58.461405,Exceso de velocidad,,,
Av. De los Constituyentes 3264,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.590602<br>Longitud: -58.480313<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.590602,-58.480313,Exceso de velocidad,,,
"Av. Obligado, Rafael 4845",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.552064<br>Longitud: -58.426615<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.552064,-58.426615,Exceso de velocidad,,,
Av. Figueroa Alcorta 2210,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.5837<br>Longitud: -58.391703<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.5837,-58.391703,Exceso de velocidad,,,
Av. Del Libertador 5666,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.559786<br>Longitud: -58.445175<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.559786,-58.445175,Exceso de velocidad,,,
Av. Gaona 1852,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.611735<br>Longitud: -58.454193<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.611735,-58.454193,Exceso de velocidad,,,
Av. Sarmiento 3480,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.5738<br>Longitud: -58.413855<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.5738,-58.413855,Exceso de velocidad,,,
Av. Dorrego 3370,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.571904<br>Longitud: -58.425513<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.571904,-58.425513,Exceso de velocidad,,,
Av. Brasil 2085,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.629948<br>Longitud: -58.393885<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.629948,-58.393885,Exceso de velocidad,,,
Av. Donado 3660,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.557964<br>Longitud: -58.486566<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.557964,-58.486566,Exceso de velocidad,,,
Av. San Juan 730,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.622106<br>Longitud: -58.376237<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.622106,-58.376237,Exceso de velocidad,,,
"Au. Cantilo, Int. km 7.55",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.547917<br>Longitud: -58.438557<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.547917,-58.438557,Exceso de velocidad,,,
"Au. Frondizi, Arturo km 1.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.64009<br>Longitud: -58.376556<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.64009,-58.376556,Exceso de velocidad,,,
"Au. Dellepiane, Luis km 2.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.667696<br>Longitud: -58.474928<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.667696,-58.474928,Exceso de velocidad,,,
"Au. Cantilo, Int. km 9.8",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.537088<br>Longitud: -58.459187<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.537088,-58.459187,Exceso de velocidad,,,
"Au. Cantilo, Int. km 9.8",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.537088<br>Longitud: -58.459187<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.537088,-58.459187,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 9.8",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.537584<br>Longitud: -58.459687<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.537584,-58.459687,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 9.8",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.537584<br>Longitud: -58.459687<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.537584,-58.459687,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 7.6",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.548313<br>Longitud: -58.438831<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.548313,-58.438831,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 7.6",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.548313<br>Longitud: -58.438831<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.548313,-58.438831,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 4.9",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.563469<br>Longitud: -58.415145<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.563469,-58.415145,Exceso de velocidad,,,
Av. De los Constituyentes 5880,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.573042<br>Longitud: -58.503825<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.573042,-58.503825,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 4.9",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.563469<br>Longitud: -58.415145<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.563469,-58.415145,Exceso de velocidad,,,
Au. Au1 - Au6 Ramal de transición km 0.1,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.647662<br>Longitud: -58.464551<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.647662,-58.464551,Exceso de velocidad,,,
Av. Dorrego 3700,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.566905<br>Longitud: -58.420924<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.566905,-58.420924,Exceso de velocidad,,,
Av. Dorrego 3701,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.56716<br>Longitud: -58.420969<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.56716,-58.420969,Exceso de velocidad,,,
"Av. Balbín, Ricardo 4640",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.554033<br>Longitud: -58.49738<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.554033,-58.49738,Exceso de velocidad,,,
"Av. Alberdi, Juan B. 1260",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.624328<br>Longitud: -58.445799<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.624328,-58.445799,Exceso de velocidad,,,
Au. 25 de mayo km 4.1,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.628748<br>Longitud: -58.42634<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.628748,-58.42634,Exceso de velocidad,,,
Au. 25 de mayo km 7.2,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.623799<br>Longitud: -58.392682<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.623799,-58.392682,Exceso de velocidad,,,
Au. 25 de mayo km 7.2,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.623799<br>Longitud: -58.392682<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.623799,-58.392682,Exceso de velocidad,,,
Au. 25 de mayo km 4.1,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.628748<br>Longitud: -58.42634<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.628748,-58.42634,Exceso de velocidad,,,
"Au. Paz, General km 4.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.553849<br>Longitud: -58.501957<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.553849,-58.501957,Exceso de velocidad,,,
"Au. Paz, General km 4.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.553849<br>Longitud: -58.501957<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.553849,-58.501957,Exceso de velocidad,,,
"Au. Paz, General km 4.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.553849<br>Longitud: -58.501957<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.553849,-58.501957,Exceso de velocidad,,,
"Au. Paz, General km 4.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.553849<br>Longitud: -58.501957<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.553849,-58.501957,Exceso de velocidad,,,
Au. 25 de mayo km 5.3,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.626986<br>Longitud: -58.41329<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.626986,-58.41329,Exceso de velocidad,,,
Au. 25 de mayo km 5.3,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.626986<br>Longitud: -58.41329<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.626986,-58.41329,Exceso de velocidad,,,
Au. 25 de mayo km 7.0,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.624312<br>Longitud: -58.39481<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.624312,-58.39481,Exceso de velocidad,,,
Au. 25 de mayo km 7.0,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.624312<br>Longitud: -58.39481<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.624312,-58.39481,Exceso de velocidad,,,
"Au. Dellepiane, Luis km 1.15",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.677815<br>Longitud: -58.479359<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.677815,-58.479359,Exceso de velocidad,,,
Au. 25 de mayo km 8.4,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.62278<br>Longitud: -58.379774<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.62278,-58.379774,Exceso de velocidad,,,
"Au. Frondizi, Arturo km 0.5",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.647174<br>Longitud: -58.374735<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.647174,-58.374735,Exceso de velocidad,,,
"Au. Frondizi, Arturo km 2.0",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.634808<br>Longitud: -58.37771<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.634808,-58.37771,Exceso de velocidad,,,
Av. Figueroa Alcorta 6180,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.558211<br>Longitud: -58.428843<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.558211,-58.428843,Exceso de velocidad,,,
"Au. Cantilo, Int. km 8.7",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.541997<br>Longitud: -58.448972<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.541997,-58.448972,Exceso de velocidad,,,
"Au. Cantilo, Int. km 8.7",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.541997<br>Longitud: -58.448972<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.541997,-58.448972,Exceso de velocidad,,,
"Au. Dellepiane, Luis km 2.3",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.667847<br>Longitud: -58.474628<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.667847,-58.474628,Exceso de velocidad,,,
Av. Estado de Israel 4460,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.598505<br>Longitud: -58.428523<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.598505,-58.428523,Exceso de velocidad,,,
"Av. Garay, Juan de 2031",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.627578<br>Longitud: -58.39362<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.627578,-58.39362,Exceso de velocidad,,,
"Av. Perón, Eva 1825",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.635796<br>Longitud: -58.448878<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.635796,-58.448878,Exceso de velocidad,,,
"Av. Castro, Emilio 6281",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.649256<br>Longitud: -58.509924<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.649256,-58.509924,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 8.7",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.542608<br>Longitud: -58.449202<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.542608,-58.449202,Exceso de velocidad,,,
"Au. Dellepiane, Luis km 1.15",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.677866<br>Longitud: -58.479048<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.677866,-58.479048,Exceso de velocidad,,,
"Au. Lugones, Leopoldo km 7.6",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.548313<br>Longitud: -58.438831<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.548313,-58.438831,Exceso de velocidad,,,
Av. Díaz Vélez 3420,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.608335<br>Longitud: -58.414838<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.608335,-58.414838,Exceso de velocidad,,,
"Av. Newbery, Jorge 4733",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.594573<br>Longitud: -58.457205<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.594573,-58.457205,Exceso de velocidad,,,
Av. Chiclana 3474,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.636013<br>Longitud: -58.413545<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.636013,-58.413545,Exceso de velocidad,,,
"Av. Pueyrredón, Honorio 1815",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.600777<br>Longitud: -58.451289<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.600777,-58.451289,Exceso de velocidad,,,
"Av. Goyena, Pedro 805",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.62622<br>Longitud: -58.439244<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.62622,-58.439244,Exceso de velocidad,,,
Av. Elcano 4510,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.588939<br>Longitud: -58.464781<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.588939,-58.464781,Exceso de velocidad,,,
Cabildo 4740,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.541081<br>Longitud: -58.474297<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.541081,-58.474297,Exceso de velocidad,,,
Córdoba 3762,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.597818<br>Longitud: -58.419661<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.597818,-58.419661,Exceso de velocidad,,,
"Paz, General km 10.0",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.599446<br>Longitud: -58.523333<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.599446,-58.523333,Exceso de velocidad,,,
"Paz, General km 10.0",Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.599446<br>Longitud: -58.523333<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.599446,-58.523333,Exceso de velocidad,,,
Independencia 1668,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.618124<br>Longitud: -58.389834<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.618124,-58.389834,Exceso de velocidad,,,
Juan B. Justo 2650,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.595415<br>Longitud: -58.445046<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.595415,-58.445046,Exceso de velocidad,,,
Paseo Colon 1451,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.624585<br>Longitud: -58.36812<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.624585,-58.36812,Exceso de velocidad,,,
Eva Perón 7280,Tipo de fiscalizador: Cinemómetro<br>Latitud: -34.673378<br>Longitud: -58.500386<br>Conducta fiscalizada: Exceso de velocidad<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Cinemómetro,-34.673378,-58.500386,Exceso de velocidad,,,
